link,title,article,кластер,emotion
https://www.d-kvadrat.ru/novosti/23555,АФИША НА ВЫХОДНЫЕ,"Самыйе важные и интересные события этих выходных в Ижевске и городах Удмуртии.  декабря :, :  Дама Пик  декабря :  По щучьему веленью  декабря :  Инспектор на десерт  декабря :, :  Кот в сапогах  декабря :  Выль аре дэмен! Вместе в новый год  Декабрь :  Медовая сказочка . Фото: Театр Птица  декабря :, :  елкунчик  декабря :  Курс на Новый год  декабря :  Курс на Новый год Фото: Театр оперы и балета им. П.И. Чайковского  декабря, :, :, :  Очень страшный Шуш с  лет  декабря :  Новогодние приключения Маши и Вити Фото: Удмуртская государственная филармония  декабря :, : Московский цирк на льду  декабря :  Концерт Время мюзикла  декабря :  Новогодний шоу проект Территория волшебства  декабря :  Самый странный Новый год  декабря :  Самый странный Новый год  декабря :  ДИСКОТЭКА  Спектакль о музыке и других видах синтетических удовольствий. Билеты  :..  декабря :  ПРЕМЬЕРА!!! ДзенКабаре  Спектакль в стиле нуаркабаре, с притчами, фокусами, песнями, путешествиями во времени и реальности.      Билеты  :.. Фото: ЦСДР  Центр современной драматургии и режиссуры Парк им. С. М. Кирова  декабря с :  бесплатная лыжная тренировку. Тренировку для вас проведут: Вылегжанин Максим  заслуженный ма стер спорта России, Чемпион Мира, ный серебряный призёр Олимпийских игр. Главатских Константин  мастер спорта России международного класса, участник Олимпийских игр и Чемпионата мира, многократный чемпион России. Продолжительность:  час Уровень подготовки: не важен Возраст:  Встреча у начала лыжной трассы начало правой аллеи парка Кирова. Парк им. М. Горького   декабря в :  танцы на коньках. В программе:   , конкурсы и розыгрыши призов.Вход свободный. Фото: Парки Ижевска  декабря :, : Царевна Дуся  декабря :, : Царевна Дуся  декабря : ТЕАТРАЛИЗОВАННАЯ ДИСКОТЕКА  !  декабря :, :  Эту сказку я люблю  декабря приглашаем всех на городской праздник Никольская ярмарка. Снежная традиция. Это будет шестая ярмарка, и за эти годы у глазовчан сложилась добрая традиция: в преддверии Нового года приходить всей семьёй на центральную площадь за подарками и праздничным настроением, зажигать с Дедом Морозом и зажигать новогоднюю ёлку!На площади Свободы ярмарка встретит горожан играми, ярмарочными площадками и концертной программой.ПрограммаПлощадь и прилегающие дорожкилучи::: Торговые ряды с новогодними подарками и деликатесами к праздничному столу.:: Квест от Деда Мороза: получите и выполните задания на интерактивных площадках, соберите снежинки и обменяйте их у Дедушки Мороза на сюрприз.:: Новогодний матч ужонбол между командами учреждений и организаций города.::  Зимние игры и забавы.Сцена::: Торжественное открытие ярмарки.:: Никольская.Яркая: концертная программа КЦ Россия.:  : Дело : интерактивная программа.Ёлка::: Новогодний флэшмоб: подходите к ёлке и присоединяйтесь!:: Новогодний движ: детская развлекательная программа.:: Новогодняя дискотека от диджея Мороза.В программе возможны изменения. Фото: Минкультуры Удмуртии  декабря в : состоится открытие городской Ёлки в парке П.И.Чайковского Времена года. В программе праздника  театрализованное представление и игровые программы для детей и взрослых, аттракционы, сладости и горячий чай!  декабря в : состоится открытие новогодней Ёлки в сквере по улице Юбилейной. В программе праздника  театрализованное представление и игровые программы для детей и взрослых, флешмобы, конкурсы! Фото: администрация Воткинска",3,Позитивная
https://www.d-kvadrat.ru/novosti/26290,Заводчане взорвали смехом Сарапульцев на фестивале КВН," июня в Сарапуле прошел яркий и зажигательный фестиваль Сарапульской лиги КВН. В Дворце культуры радиозавода на сцену вышли пять команд, включающих школьников, студентов и молодых работников. Об этом сообщила прессслужба Сарапульского радиозавода. Особенностью этого года стало дебютное выступление сотрудников Сарапульского радиозавода, которые решили попробовать свои силы в КВН. Решение сотрудников радиозавода испытать себя на КВН показалось весьма забавным и необычным. Четверо смелых и талантливых членов Совета молодежи решили, что КВН  самая доступная форма творчества для молодежи сегодня. Их дебют оказался просто великолепным, и команда СРАЗУ одержала победу. По словам членов жюри, команда радиозаводчан стала настоящим открытием для Сарапула. В конкурсе приветствий ребята продемонстрировали высокий уровень игры, чувствовали себя на сцене легко и свободно, радовали зрителей яркими и остроумными шутками. Несомненно, они создадут серьезную конкуренцию в новом сезоне игр Сарапульской лиги, который начнется уже этой осенью. Напомним, АО СРЗ выходит на китайский рынок.",3,Позитивная
https://www.d-kvadrat.ru/novosti/28274,Аналитики рассчитывают на возврат нефти Brent в 85-90 долл./барр.,"Рассчитываем на возврат нефти  в  долл.барр., сообщила управляющий эксперт ПСБ Екатерина Крылова. Цены на нефть  начинают неделю на минорной ноте, ближайший фьючерс не удерживает  долл.барр. Геополитическая премия практически полностью ушла, что, на наш взгляд, преждевременно, так как риски обострения конфликта на Ближнем Востоке попрежнему никуда не делись. С точки зрения баланса рынок остается дефицитным по предложению, но в меньшей степени, чем раньше на фоне сокращения спроса со стороны США и Европы. Китай в  кв. может ограничить потребление нефти на фоне сокращения загрузки НПЗ, так как маржа сужается, а квоты на экспорт сокращаются. Тем не менее, за октябрь статистика неплохая: импорт вырос на , гг, до , млн барр.день.  Саудовская Аравия и Россия подтвердили намерение сокращать добычу до конца этого года. С учетом традиционно слабого спроса в начале года, нельзя исключить продление добровольного сокращения и на этот период. Таким образом, мы считаем, что текущее снижение нефти избыточно и рассчитываем, что в рамках недели удастся вернуться в зону  долл.барр.,  отметили аналитики.",3,Нейтральная
https://www.d-kvadrat.ru/novosti/25032,На 150 тысяч рублей оштрафовали самарского депутата за дискредитацию армии," марта депутат Самарской губернской Думы от КПРФ Михаил Абдалкин получил штраф в размере  тысяч рублей за дискредитацию армии, поскольку он с лапшой на ушах слушал послание Путина Федеральному собранию  февраля. Об этом сообщает телеграмканал Голос рабочего Самарской области.  марта Новокуйбышевский городской суд Самары признал виновным депутата Михаила Абдалкина по статье .. КоАП РФ дискредитация ВС РФ за видеоролик, который широко разошелся в интернете. В ролике депутат слушает выступление Владимира Путина, повесив спагетти на уши. Суд посчитал, что это дискредитация власти и вооруженных сил и назначил Абдалкину за его шалость наказание в виде штрафа   тысяч рублей. Спасибо, что не посадили...,  прокомментировал самарский депутат. Он отмечает, что будет обжаловать это решение суда. Напомним,  февраля на заседании Самарской губдумы Абдалкину вынесли порицание и предложили исключить его из КПРФ за видео о просмотре послания Путина с лапшой на ушах.  марта на него составили протокол по ч. ст... КоАП за дискредитацию ВС РС именно за это видео.",3,Негативная
https://www.d-kvadrat.ru/novosti/25432,10 тысяч жителей Удмуртии прошли диагностику в передвижных медкомплексах с начала года,"С января  года в Удмуртии почти  тысяч человек проверили здоровье, посетив передвижные медицинские комплексы. Об этом сообщает прессслужба минздрава УР. За три месяца текущего года медики  раз выезжали в  районов Удмуртии, в том числе  раз  в деревни с населением менее  человек. Всего врачи осмотрели   человека, из них   человек получили консультацию терапевтов,  женщин осмотрели гинекологи,  человек обследовались у других специалистов. Провели более , тысяч исследований. У более чем  человек впервые выявили различные заболевания, в том числе  случаев рака,  случаев сахарного диабета,  случая болезней системы кровообращения. По словам главный врач Балезинской районной больницы Вадима Ромашова, в районах передвижные мобильные комплексы невероятно  востребованы. Так, в Балезинском районе работает один ПМК и один передвижной ФАП.  Наш комплекс оснащен маммографом, УЗИ. Специалисты выезжают для проведения профилактических медицинских осмотров и диспансеризации. В передвижном ФАПе есть отдельный смотровой кабинет для гинекологических осмотров, мы можем брать анализы на онкоцитологию. Кроме того, фельдшер измеряет внутриглазное давление, снимает ЭКГ. Сейчас передвижной ФАП также доставляет медикаменты пациентам, что очень удобно для жителей,  говорит он. Напомним, передвижные медкомплексы закупили по нацпроекта Здравоохранение. В конце  года приобрели стоматологический комплекс на колесах для Республиканской стоматологической поликлиники. Это  значительно увеличивает охват населения дальних районов Удмуртии. С января по март соматология на колесах выехала  раз, были осмотрены  детей. В апреле передвижные медкомплексы будут выезжать по следующему графику: С  по  апреля  Балезинский район; С  апреля по  мая  Воткинский район; С  по  мая   Глазовский район; С  по  апреля  Граховский район; С  по  апреля  Камбарский район; С  марта по  апреля  Каракулинский район; С  по  апреля  Кизнерский район; С  по  апреля  Киясовский район; С  по  апреля  Сарапульский район; С  апреля по  мая  Ярский район; С  апреля по  мая Воткинск посетит стоматология на колесах.",3,Нейтральная
https://www.d-kvadrat.ru/novosti/26041,"Андрея Чукавина, руководителя КБ АО «Концерн «Калашников», наградили орденом Александра Невского","Конструктор снайперского оружия Андрей Чукавин, руководитель конструкторского бюро АО Концерн Калашников, был награжден орденом Александра Невского по указу Президента Российской Федерации Владимира Путина. Награду вручил генеральный директор корпорации Ростех Сергей Чемезов. Об этом сообщил депутат Госдумы Олег Гарин. Конструкторскотехнологический центр концерна Калашников с  года занимался разработкой снайперской винтовки Чукавина СВЧ. После успешного прохождения государственных испытаний, по заказу Министерства обороны Российской Федерации, она была запущена в серийное производство в  году на предприятии АО Концерн Калашников Эта винтовка справедливо считается наследницей легендарной снайперской винтовки Драгунова, которая служит в российской армии уже более  лет.  Искренние поздравления Андрею Юрьевичу и всему возглавляемому им коллективу. И, конечно, дальнейших успехов!  отметил Олег Гарин. Напомним, конструкторы ГК Калашников удостоены госпремии Удмуртии за пистолет Лебедева.",3,Позитивная
https://www.d-kvadrat.ru/novosti/28689,Железнодорожники напомнили автомобилистам правила пересечения переездов в Удмуртской Республике,"На железнодорожных переездах Ижевска  декабря прошли профилактические рейды. Цель мероприятий  предупреждение дорожнотранспортных происшествий с участием автотранспорта и поездов, напоминание водителям правил дорожного движения и повышение водительской дисциплины на дорогах.Об этом сообщила прессслужба ГЖД. Железнодорожники провели профилактические беседы с водителями автотранспортных средств, а также выдали тематические материалы и сувенирную продукцию с напоминанием Остановитесь до переезда!. В целях увеличения количества водителей, с которыми проводится профилактическая работа, мероприятия были организованы не только в зоне железнодорожных переездов, но и на автостоянках и автозаправочных станциях. Разъяснительной работе с водителями автотранспорта на Горьковской железной дороге уделяется особое внимание, так как основной причиной ДТП на переездах является нарушение водителями Правил дорожного движения. Основные виды нарушений, которые совершают водители автотранспорта: игнорирование запрещающих сигналов переездной сигнализации, объезд опускающегося шлагбаума, несоблюдение требований знака Стоп при приближении к переезду. Напомним, с  ноября по  декабря на всей сети железных дорог России проводится месячник Внимание: переезд!. В его рамках работники ГЖД посещают автошколы и автопредприятия, проводят инструктажи и беседы с водителями общественного и частного транспорта, распространяют информационные материалы о правилах проезда через железнодорожные переезды.",3,Позитивная
https://www.d-kvadrat.ru/novosti/24400,На 10% вырос объем финансирования медпомощи по ОМС в Удмуртии,"В  году увеличили финансирование медпомощи по ОМС в Удмуртии. Об этом сообщает вицепремьер УР Эльвира Пинчук. В республике на  увеличили финансирование медицинской помощи по ОМС в текущем году. Всего выделено , млрд руб. Это на , млрд рублей больше, чем в  году. Деньги распределят следующим образом. На круглосуточные стационары заложено , млрд рублей. На амбулаторную медпомощь  , млрд руб.  На дневные стационары пойдет , млрд руб. Скорая помощь получит , млрд руб. По словам Пинчук, наиболее всего выросло финансирование амбулаторнополиклинической помощи на , на втором месте  лечение в дневном стационаре ,, затем  лечение в круглосуточном ,.  Для пациентов это означает рост качества и доступности,  отмечает вицепремьер. А вот объем финансирования высокотехнологичной медпомощи вырос на . Благодаря чему в Удмуртии смогут провести   операций на сердце, это больше на   операций, чем в прошлом году. Также увеличат число госпитализаций в дневном стационаре для проведения химиотерапии до  , на   госпитализаций больше чем в  году.",3,Позитивная
https://www.d-kvadrat.ru/novosti/23509,На СРЗ подвели итоги элективных курсов," декабря на Сарапульском радиозаводе подвели итоги элективных курсов для учащихся  класса СОШ  . Впереди у ребят усиленная подготовка к выпускным экзаменам. Об этом сообщила прессслужбе предприятия. Элективные курсы были призваны помочь ребятам при поступлении в вуз на технические специальности. За два года занятий учащиеся прослушали курс лекций по таким дисциплинам, как основы радиоэлектроники и черчение, а также  посетили практикумы по металлообработке, литью и монтажу радиоэлементов. Весь период обучения с ребятами работали специалисты КТЦ и СП  . Поздравить ребят с окончанием курсов пришли начальник КТЦ  главный конструктор Андрей Батурин и директор по корпоративному управлению Лариса Фомина.   Поздравляю вас с окончанием курсов. Уверен, знания, полученные на занятиях, непременно пригодятся вам при поступлении. Ждём вас после окончания вуза в нашем трудовом коллективе,  сказал Андрей Батурин.   Желаю вам успешной сдачи итоговых экзаменов и, в первую очередь, справиться со своими эмоциями. Тогда у вас всё непременно получится. Помните, вас ждёт город и наш радиозавод,  обратилась с напутственными словами к старшеклассникам Лариса Фомина.   Начальник бюро подготовки персонала ОУП   поблагодарила ребят за ответственное отношение к учёбе и напомнила им о возможности целевого обучения от завода. Такое обучение гарантирует ребятам прохождение практики на предприятии и самое главное  дальнейшее трудоустройство. Предприятию же это даёт возможность  пополнить трудовой коллектив молодыми квалифицированными специалистами. Участникам курсов были вручены дипломы и памятные подарки. Напомним, ВРЕМЯ РАЗВИТИЯ: СРЗ на молодёжном форуме ПЭАУ Развитие.",3,Позитивная
https://www.d-kvadrat.ru/novosti/25896,Концерн «Калашников» более чем на треть нарастил объемы выпуска оружия,"По итогам первого квартала  года концерн Калашников нарастил объемы выпуска оружейной продукции на . Об этом сообщает прессслужба концерна.  Отмечается, что по количеству сданных изделий был установлен рекорд за последние  лет. Загрузка оборудования по сравнению с аналогичным периодом  года повысилась на . Завод продолжил серийное освоение новой продукции: пистолетапулемета Калашникова ППК и ружей  Иж и  Иж.  Мы с удовлетворением можем заявить, что задачи, которые в прошлом году поставили перед концерном Президент и министр обороны России по увеличению объемов выпуска продукции в рамках ГОЗ, выполняются нами в полном объеме. Это касается не только стрелкового оружия, но и многой иной производимой нами номенклатуры. В рамках начатого перевооружения производства в концерне в ближайшем будущем будет проведен ряд преобразований, о которых мы объявим дополнительно,  прокомментировал президент АО Концерн Калашников Алан Лушников.",3,Позитивная
https://www.d-kvadrat.ru/novosti/26400,«Психология на войне и после неё»: как быть готовым к боевому стрессу и как оказать помощь при ПТСР?,"Уже почти полтора года лет наша страна втянута в вооруженный конфликт.  лет горит Донбасс.Война калечит тела людей. В полевых и тыловых госпиталях медики борются за жизнь и здоровье раненых, но сильнее всего война ранит психику.  Душевное состояние человека, даже не получившего ранение, вернувшегося с боевых целым и невредимым не может остаться прежним и нетронутым яростью огневого контакта, страхом разрывов артобстрела, горечью потерь товарищей. При этом чем более психологически подготовлен военнослужащий или гражданский специалист к экстремальной ситуации  тем больше у него шансов сохранить ясность сознания, тем меньше шансов получить серьёзную психотравму. Задача психологов, специализирующихся на работе с боевым синдромом и посттравматическим стрессовым расстройством ПТСР  максимально помочь людям, как в подготовке к возможному участию в вооруженном конфликте, так и тем, что уже прошёл через его огонь и испытывает проблемы с социализацией, разрывом семейных отношений, паническими атаками и другими типичными послевоенными расстройствами. Психология на войне и после неё  одно из направлений деятельности Центра тактической и парамедицинской подготовки Вызов. В эту среду, .. в : по московскому времени на платформе онлайнобразования . ЦТПП Вызов проводит бесплатный вебинар на тему Психология боевого стресса Ссылка на регистрацию для участия в вебинаре. Подписывайтесь на соцсети проекта: ВКонтакте. Телеграм.",3,Негативная
https://www.d-kvadrat.ru/novosti/23724,Кого из известных людей угораздило родиться в главные праздники нашей страны?,"Вот и подошли к концу новогодние каникулы. Сегодня мы хотим вспомнить об очень известных людях, которых угораздило родиться в главные государственные праздники нашей страны. Самое любопытное из их биографий мы расскажем по материалам своего архива публикаций, Википедии и новостного портала .. Обещаем, что будет интересно! В прошлогоднем материале на данную тему мы рассказали читателям об уроженце Москвы татарине Сергее Шакурове, появившейся в Узбекистане немке по национальности и польской певице Анне Герман, родившемся в Казахстане поляке Олеге Янковском, уроженце Украины Евгении Матвееве и ещё одном москвиче  Фёдоре Бондарчуке. С этой публикацией можно ознакомиться ЗДЕСЬ.  . Народный артист России Анатолий Ромашин  Новый год Фото:  СМИ В культовом фильме Никиты Михалкова Неоконченная пьеса для механического пианино есть сцена, где один из героев вслух читает газету: А вот в деревне Костоваты выпал град. Некоторые градины достигали величины куриного яйца. Роль образованного и богатого помещика Петрина в этой картине сыграл Анатолий Ромашин, фильмография которого насчитывает более ста киноролей. Между тем, название деревни Костоваты Воткинского района Удмуртии прозвучало в фильме отнюдь не случайно и связано с фактом биографии актера. Анатолий Владимирович родился  января  года в Ленинграде. Будучи вместе с семьёй эвакуирован из блокадного города в Удмуртию, отец будущего актёра  Владимир Ромашин  работал в то время начальником Костоватовского лесоучастка. С разрешения Никиты Михалкова в текст чеховского героя Анатолий Ромашин добавил от себя название деревни, в которой когдато работал его отец. В х годах, уже став именитым актёром, Анатолий Ромашинприезжал на свою вторую родину. Анатолий Владимирович прошёл по улице детства, хотел повидаться с когдато приютившими его людьми, но никого из них к тому времени уже не осталось в живых. Анатолий Ромашин трагически погиб на собственной даче  августа  года  на него упала огромная старая сосна, которую актёр пытался спилить. Похоронен на Ваганьковском кладбище в Москве. В том же году в Московском государственном Театре Луны в память н нём была учреждена ежегодная премия Ромашка, лауреаты которой определяются по итогам зрительского голосования в двух номинациях  Лучшая мужская роль и Лучшая женская роль. . Патриарх Московский и всея Руси Алексий   День защитника Отечества Фото: Википедия По информации портала . Алексей Михайлович Ридигер родился  февраля  года в Таллине. Его отец был священником, и мальчик с детства прислуживал в церкви. Учился в русской школе в Таллине. В  году окончил Ленинградскую духовную семинарию, а в м после окончания Духовной академии получил степень кандидата богословия. В  стал е",3,Нейтральная
https://www.d-kvadrat.ru/novosti/23325,"Два McLaren, Золотой Lamborghini и редчайшие советские автомобили: что необычного сейчас можно купить на Авито Авто","Люксовые суперкары и коллекционные советские автомобили  на Авито Авто продаются редкие и роскошные экземпляры даже для самых искушенных автолюбителей. Такие лоты становятся объектом внимания пользователей, автожурналистов и, конечно же, тех, кто хочет пополнить свой автопарк интересной моделью. Об этом сообщила прессслужба сервиса. В Авито Авто сделали подборку необычных объявлений, которые продаются на платформе прямо сейчас. В подборку вошли    за    рублей,   за    рублей,   за    рублей, ЗИЛ  за    рублей и ГАЗ  ЗИМ  за    рублей. Фото: Авито Авто    года выпуска продается в Москве за    рублей. Автомобиль оклеен золотой пленкой, оригинальный цвет  яркокрасный.  Мощность двигателя данного экземпляра  л.с., объем  . л. У автомобиля было  владельца по ПТС. По словам продавца,   недавно проходил сезонное ТО в известной компании   . Автор объявления настоятельно просит не предлагать обмен на Жигули. Фото: Авито Авто В Москве продается суперкар    года выпуска за    рублей. Пробег данного экземпляра, согласно объявлению, составляет всего   км.  Как отмечает продавец, автомобиль ввезен изза границы и еще не стоял на учете в России. Автомобиль оклеен пленкой цвета хаки, оригинальный цвет кузова  синий. Фото: Авито Авто Яркокрасный суперкар    года выпуска продается на Авито Авто в Москве за    рублей. Автомобиль оснащен бензиновым двигателем объемом , л., мощность двигателя   л.с. Согласно информации в объявлении, у данного экземпляра всего один владелец по ПТС. По словам продавца,   продается в максимальной комплектации. Фото: Авито Авто В Московской области после полной реставрации продается ретро автомобиль ЗИЛ   года выпуска за    рублей. Согласно информации в объявлении, данный экземпляр был изготовлен для маршала Советского Союза Дмитрия Федоровича Устинова. После реставрации автомобиль прошел  км, выезжал исключительно летом в сухой период и стоял в теплом гараже на козлах. По словам продавца, автомобиль периодически заводится, все узлы работают в штатном режиме, по технической части никаких нареканий нет. Фото: Авито Авто На Авито Авто в Москве продается ГАЗ  ЗИМ  года выпуска из частной коллекции за    рублей. Автомобили модели ГАЗ  ЗИМ в основном были предназначены для советской, партийной и правительственной номенклатуры  на уровне министра, секретаря обкома и председателя облисполкома и выше, в отдельных случаях автомобиль продавался и в личное пользование. Коробка передач данного экземпляра адаптирована от . По словам продавца, автомобиль на ходу, эксплуатировался только летом и находится в состоянии нового.  Справка:  Авито  лидирующая онлайнплатформа для коммерции в России. Согласно данным  , Авито    самая популярная онлайнплатформа объявлений в мире. Сегодня с помощью Авито можно разместить объявления в категориях: Товары, Авто, Работа, Услуги, Недвижимость. Авито объединяет продавцов и покупателей, как со стороны частных лиц, так и представителей малого и среднего бизнеса, а также корпораций. Для удобного и безопасного заключения сделок в сервис интегрирована Авито Доставка, которая позволяет пользователям осуществлять сделки по всей России  от Калининграда до Владивостока. Количество активных объявлений на Авито сегодня  более  млн, годовая аудитория  более  млн клиентов. Каждую секунду на Авито совершается более восьми сделок, ежедневно пользователи добавляют более   новых объявлений. В марте  года Авито стало самым скачиваемым приложением в России в категории . Об Авито Авто Авито Авто  платформа номер один в России для продажи автомобилей, согласно опросу агентства Автостат. На Авито Авто размещено самое большое количество объявлений о продаже автомобилей в рунете. Сейчас на Авито размещено около   объявлений о продаже легковых автомобилей, из них   объявлений  от дилеров. Еще   объявлений опубликовано в разделе грузовики и спецтехника;    в разделе водный транспорт и около    в разделе мотоциклы и мототехника. В раздел Транспорт заходит около  посетителей Авито, или примерно  млн человек в месяц по всей стране. , млн человек разместили объявления в разделе Транспорт за сентябрь  года. Число предпринимателей, публикующих объявления в разделе выросло относительно января  года на .  Данные рейтинга .  .  Исследование На каких классифайдах происходят продажи автомобилей? проведено в  году методом онлайнопроса аналитическим агентством АВТОСТАТ. На праваз рекламы",3,Позитивная
